Gia,Dia chi,Dien tich,Gia/m2,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai
14 tỷ - 90 m2,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",90 m²,"155,56 triệu/m²",,Đất thổ cư,5 m,
"1,39 tỷ - 100 m2","174, Vũ Phạm Hàm, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"13,9 triệu/m²",Tây Nam,Đất thổ cư,5 m,
"6,35 tỷ - 80 m2","Mỹ Khê, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",80 m²,"79,38 triệu/m²",Đông,Đất thổ cư,10 m,
"2,7 tỷ - 100 m2","Đường Phạm Đức Nam, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,27 triệu/m²,,Đất thổ cư,,
"3,75 tỷ - 125 m2","Đường Thủy Sơn 4, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",125 m²,30 triệu/m²,,Đất thổ cư,5 m,28 m
"3,2 tỷ - 425 m2","Phú Sơn 3, DH8, Xã Hòa Khương, Huyện Hòa Vang, Đà NẵngXem bản đồ",425 m²,"7,53 triệu/m²",Đông Nam,Đất thổ cư,16.67 m,23.59 m
"4,1 tỷ - 100 m2","Đường Đô Đốc Lân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,41 triệu/m²,Tây,Đất nền dự án,5 m,20 m
"4,2 tỷ - 112.1.997 m2","Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà NẵngXem bản đồ",112.1997 m²,"37,43 triệu/m²",,Đất thổ cư,,
"4,25 tỷ - 98 m2","Đường Nguyễn Xiển, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",98 m²,"43,37 triệu/m²",,Đất thổ cư,5 m,19.5 m
"3,75 tỷ - 100 m2","Trung Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"37,5 triệu/m²",Tây Bắc,Đất nền dự án,5 m,20 m
"15,499999999 tỷ - 283 m2","Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",283 m²,"54,77 triệu/m²",Bắc,Đất thổ cư,8.26 m,34 m
"3,9 tỷ - 116 m2","7979, Nguyen dinh tu, Phường Hòa An, Quận Cẩm Lệ, Đà NẵngXem bản đồ",116 m²,"33,62 triệu/m²",Tây Bắc,Đất thổ cư,6 m,20 m
"1,98 tỷ - 68 m2","Đường Cách Mạng Tháng Tám, Phường Khuê Trung, Quận Cẩm Lệ, Đà NẵngXem bản đồ",68 m²,"29,12 triệu/m²",,Đất thổ cư,,
"2,68 tỷ - 100 m2","Phạm Đức Nam, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"26,8 triệu/m²",,Đất thổ cư,5 m,20 m
"4,3 tỷ - 120 m2","Đường Đặng Xuân Thiều, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",120 m²,"35,83 triệu/m²",Nam,Đất thổ cư,5 m,24 m
"3,15 tỷ - 80 m2","Kiệt Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",80 m²,"39,38 triệu/m²",Tây Bắc,Đất thổ cư,5.5 m,
"4,4 tỷ - 100 m2","Đường Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,44 triệu/m²,Tây Nam,Đất nền dự án,5 m,20 m
450 triệu - 448 m2,"Bê Tông Đang Mở Rộng 7m, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",448 m²,1 triệu/m²,Nam,Đất nông nghiệp,17 m,24 m
700 triệu - 175 m2,"Bê Tông Gần Quốc Lộ 14B, Xã Hòa Khương, Huyện Hòa Vang, Đà NẵngXem bản đồ",175 m²,4 triệu/m²,Đông,Đất thổ cư,10 m,17.5 m
"5,5 tỷ - 96 m2","Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",96 m²,"57,29 triệu/m²",Đông Nam,Đất thổ cư,5 m,19.2 m
980 triệu - 250 m2,"6, undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",250 m²,"3,92 triệu/m²",Bắc,Đất thổ cư,10 m,25 m
"3,1 tỷ - 255 m2","1, undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",255 m²,"12,16 triệu/m²",Tây,Đất thổ cư,5 m,40 m
"2,13 tỷ - 105 m2","Đường Văn Thánh 2, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",105 m²,"20,29 triệu/m²",Tây Nam,Đất thổ cư,5 m,21 m
"8,5 tỷ - 2.100 m2","6, undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",2100 m²,"4,05 triệu/m²",Đông Nam,Đất thổ cư,60 m,45 m
"1,79 tỷ - 100 m2","1, undefined, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"17,9 triệu/m²",Nam,Đất thổ cư,5 m,20 m
"1,55 tỷ - 90 m2","2, undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",90 m²,"17,22 triệu/m²",Nam,Đất nền dự án,5 m,18 m
"2,1 triệu - 150 m2","3, undefined, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",150 m²,14.000 đ/m²,Đông,Đất nền dự án,6 m,25 m
"1,29 tỷ - 150 m2","3, undefined, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",150 m²,"8,6 triệu/m²",Đông,Đất thổ cư,5 m,30 m
"2,95 tỷ - 70 m2","C? Ch?nh Lan, Phường Hòa Khê, Quận Thanh Khê, Đà NẵngXem bản đồ",70 m²,"42,14 triệu/m²",,Đất thổ cư,4 m,18 m
"1,59 tỷ - 138 m2","1, Đường Quốc lộ 14B mở rộng, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",138 m²,"11,52 triệu/m²",Bắc,Đất thổ cư,6 m,
"1,65 tỷ - 100 m2","Quốc Lộ 1A, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"16,5 triệu/m²",Đông Nam,Đất thổ cư,,
4 tỷ - 100 m2,"Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,40 triệu/m²,,Đất thổ cư,5 m,20 m
"2,9 tỷ - 85 m2","ngô sĩ liên, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",85 m²,"34,12 triệu/m²",,Đất thổ cư,5 m,
"3,4 tỷ - 64 m2","K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",64 m²,"53,13 triệu/m²",,Đất nền dự án,4.8 m,15 m
"2,75 tỷ - 115 m2","Đường Lỗ Giáng 18, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",115 m²,"23,91 triệu/m²",Tây,Đất nền dự án,5 m,23 m
"9,7 tỷ - 100 m2","Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,97 triệu/m²,Tây Nam,Đất thổ cư,5 m,20 m
"6,8 tỷ - 98 m2","Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà, Đà NẵngXem bản đồ",98 m²,"69,39 triệu/m²",Đông,Đất thổ cư,4.9 m,20 m
"2,75 tỷ - 77.5 m2","Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",77.5 m²,"35,48 triệu/m²",Tây Bắc,Đất thổ cư,5 m,15.5 m
"7,2 tỷ - 160 m2","Đường Đinh Châu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà NẵngXem bản đồ",160 m²,45 triệu/m²,Đông Nam,Đất thổ cư,8 m,20 m
"3,25 tỷ - 105 m2","Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",105 m²,"30,95 triệu/m²",Đông Bắc,Đất thổ cư,5 m,21 m
"1,83 tỷ - 100 m2","Cổ mân mai 3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"18,3 triệu/m²",,Đất nền dự án,,
900 triệu - 120 m2,"4m, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",120 m²,"7,5 triệu/m²",Tây,Đất thổ cư,5.5 m,22 m
"17,4 tỷ - 300 m2","Đường Giáng Hương 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",300 m²,58 triệu/m²,Tây Nam,Đất thổ cư,12 m,25 m
"12,8 tỷ - 158 m2","Đường Trường Thi 2, Phường Hòa Thuận Tây, Quận Hải Châu, Đà NẵngXem bản đồ",158 m²,"81,01 triệu/m²",Đông Nam,Đất thổ cư,9 m,
"3,7 tỷ - 156 m2","Đường Đào Sư Tích, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",156 m²,"23,72 triệu/m²",Tây,Đất thổ cư,5 m,31 m
"5,1 tỷ - 135 m2","Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",135 m²,"37,78 triệu/m²",Đông,Đất thổ cư,6 m,22.5 m
9 tỷ - 164 m2,"Phan Văn Hớn, Phường Thọ Quang, Quận Sơn Trà, Đà NẵngXem bản đồ",164 m²,"54,88 triệu/m²",,Đất thổ cư,9 m,18 m
12 tỷ - 157 m2,"Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà NẵngXem bản đồ",157 m²,"76,43 triệu/m²",Đông,Đất thổ cư,5.0999 m,31 m
"1,45 tỷ - 125 m2","Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",125 m²,"11,6 triệu/m²",,Đất nền dự án,5 m,
3 tỷ - 100 m2,"Đường Trần Xuân Hòa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,30 triệu/m²,,Đất thổ cư,5 m,20 m
"1,6 tỷ - 3.184 m2","Đường Vành đai phía tây Đà Nẵng, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",3184 m²,502.513 đ/m²,Đông Bắc,Đất nông nghiệp,,
"2,749999999 tỷ - 81 m2","Đường Mặt Tiền Hòa Mỹ 9 Sát Đường Tô Hiệu Và Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",81 m²,"33,95 triệu/m²",Đông Bắc,Đất thổ cư,4.5 m,17 m
"2,2 tỷ - 100 m2","bầu cầu 26, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,22 triệu/m²,,Đất thổ cư,,
"2,75 tỷ - 100 m2","Trần Minh Thiệt, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"27,5 triệu/m²",Đông,Đất nền dự án,5 m,20 m
"3,5 tỷ - 85 m2","Đường Mân Quang 15, Phường Thọ Quang, Quận Sơn Trà, Đà NẵngXem bản đồ",85 m²,"41,18 triệu/m²",,Đất thổ cư,5 m,
"2,95 tỷ - 120 m2","nguyễn duy cung, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",120 m²,"24,58 triệu/m²",,Đất thổ cư,5 m,24 m
"3,1 tỷ - 100 m2","Đường Hoà Phú 10, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,31 triệu/m²,,Đất thổ cư,,
25 tỷ - 140 m2,"Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",140 m²,"178,57 triệu/m²",,Đất thổ cư,7 m,20 m
"8,2 tỷ - 158 m2","Đường Thanh Hoá, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",158 m²,"51,9 triệu/m²",Đông Bắc,Đất thổ cư,8 m,20 m
"2,5 tỷ - 53.7.999 m2","Đường Hồ Tương, Phường An Khê, Quận Thanh Khê, Đà NẵngXem bản đồ",53.7999 m²,"46,47 triệu/m²",,Đất thổ cư,5.6599 m,9.5 m
"1,8 tỷ - 64 m2","Hà huy tập, Phường Hòa Khê, Quận Thanh Khê, Đà NẵngXem bản đồ",64 m²,"28,13 triệu/m²",,Đất thổ cư,4.5 m,
"2,75 tỷ - 77.5 m2","Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",77.5 m²,"35,48 triệu/m²",,Đất thổ cư,5 m,15.5 m
"7,2 tỷ - 158.6 m2","Nguyễn Kim  - Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",158.6 m²,"45,4 triệu/m²",Tây Nam,Đất nền dự án,8.1999 m,20 m
"5,2 tỷ - 154 m2","79, Đường Phan Văn Đáng, Xã Hòa Châu, Huyện Hòa Vang, Đà NẵngXem bản đồ",154 m²,"33,77 triệu/m²",Đông Bắc,Đất thổ cư,8 m,
"4,4 tỷ - 102 m2","Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",102 m²,"43,14 triệu/m²",Tây Bắc,Đất thổ cư,5 m,20 m
"4,7 tỷ - 116 m2","Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",116 m²,"40,52 triệu/m²",,Đất thổ cư,,
"2,748 tỷ - 81 m2","Hòa Mỹ 9, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",81 m²,"33,93 triệu/m²",Đông Bắc,Đất thổ cư,4.5 m,18 m
"1,98 tỷ - 95 m2","Bắc Thượng 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",95 m²,"20,84 triệu/m²",Đông Nam,Đất nền dự án,5 m,19 m
"1,5 tỷ - 124 m2","Đường Nguyễn Tất Thành, Xã Hòa Liên, Huyện Hòa Vang, Đà NẵngXem bản đồ",124 m²,"12,1 triệu/m²",Tây Bắc,Đất thổ cư,5 m,24 m
"8,5 tỷ - 100 m2","Đường Minh Mạng, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,85 triệu/m²,Nam,Đất thổ cư,5 m,20 m
4 tỷ - 75 m2,"Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà NẵngXem bản đồ",75 m²,"53,33 triệu/m²",,Đất thổ cư,5 m,15 m
"1,95 tỷ - 110 m2","155, Sông Đà, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",110 m²,"17,73 triệu/m²",Bắc,Đất thổ cư,7 m,17 m
"3,75 tỷ - 100 m2","Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"37,5 triệu/m²",,Đất nền dự án,,
10 tỷ - 118 m2,"Đường Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà NẵngXem bản đồ",118 m²,"84,75 triệu/m²",,Đất thổ cư,5 m,
"1,87 tỷ - 100 m2","Tự Đức, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,"18,7 triệu/m²",Đông Nam,Đất thổ cư,5 m,20 m
"1,28 tỷ - 162 m2","1A, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",162 m²,"7,9 triệu/m²",Tây Nam,Đất thổ cư,,
"1,65 tỷ - 100 m2","1, ql1a, Xã Hòa Phước, Huyện Hòa Vang, Đà NẵngXem bản đồ",100 m²,"16,5 triệu/m²",Tây,Đất nền dự án,5 m,20 m
"3,2 tỷ - 100 m2","Đường Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,32 triệu/m²,Tây,Đất nền dự án,5 m,20 m
"2,75 tỷ - 77 m2","Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",77 m²,"35,71 triệu/m²",,Đất thổ cư,,
"3,2 tỷ - 100 m2","Đường Cao Hồng Lãnh, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,32 triệu/m²,Tây,Đất thổ cư,5 m,20 m
"2,75 tỷ - 77.5 m2","Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",77.5 m²,"35,48 triệu/m²",Tây Bắc,Đất nền dự án,5 m,16 m
"3,75 tỷ - 100 m2","Đường Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"37,5 triệu/m²",Đông Bắc,Đất nền dự án,5 m,20 m
"2,75 tỷ - 77.5 m2","Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",77.5 m²,"35,48 triệu/m²",Tây Bắc,Đất thổ cư,5 m,15.5 m
"3,1 tỷ - 65 m2","Đường Hồ Xuân Hương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",65 m²,"47,69 triệu/m²",Tây Bắc,Đất thổ cư,7.4499 m,8.3 m
"5,7 tỷ - 100 m2","Lê Văn Quý, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",100 m²,57 triệu/m²,,Đất nền dự án,,
"2,88 tỷ - 100 m2","Nguyễn quý anh phú mỹ an, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",100 m²,"28,8 triệu/m²",Tây Nam,Đất thổ cư,5 m,20 m
"1,87 tỷ - 530 m2","Đồng Lăng, Xã Hòa Phú, Huyện Hòa Vang, Đà NẵngXem bản đồ",530 m²,"3,53 triệu/m²",Đông Nam,Đất thổ cư,20 m,26.5 m
"3,9 tỷ - 100 m2","Đường Hoà Phú 21, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",100 m²,39 triệu/m²,Đông Bắc,Đất thổ cư,5 m,20 m
40 tỷ - 1.595 m2,"Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",1595 m²,"25,08 triệu/m²",Đông Bắc,Đất thổ cư,37 m,43 m
"6,3 tỷ - 151.5 m2","Đường Hoà Phú 28, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",151.5 m²,"41,58 triệu/m²",Tây Nam,Đất thổ cư,8.1997 m,19.5 m
"2,85 tỷ - 85 m2","Đường Ngô Sĩ Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",85 m²,"33,53 triệu/m²",Tây Nam,Đất thổ cư,5 m,17.5 m
"4,69 tỷ - 94.5 m2","Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",94.5 m²,"49,63 triệu/m²",Tây Bắc,Đất thổ cư,4.5 m,21 m
"13,9 tỷ - 100.4 m2","Đường Trần Bạch Đằng, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",100.4 m²,"138,45 triệu/m²",Đông Bắc,Đất thổ cư,4.6999 m,20.3999 m
"1,6 tỷ - 66 m2","trần đức, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",66 m²,"24,24 triệu/m²",Bắc,Đất thổ cư,5 m,13.5 m
"7,6 tỷ - 137.5 m2","Phó Đức Chính, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",137.5 m²,"55,27 triệu/m²",Tây Bắc,Đất thổ cư,8 m,17.9899 m
"1,58 tỷ - 78 m2","Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",78 m²,"20,26 triệu/m²",Tây Nam,Đất thổ cư,3.2999 m,25 m
"4,2 tỷ - 219.3.999 m2","Đường Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",219.3999 m²,"19,14 triệu/m²",Đông Nam,Đất thổ cư,10.1998 m,22 m
29 tỷ - 327 m2,"Nguyễn Công Trứ, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",327 m²,"88,69 triệu/m²",Tây Nam,Đất thổ cư,,
"1,28 tỷ - 148 m2","Đường Bê Tông, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",148 m²,"8,65 triệu/m²",Bắc,Đất thổ cư,5 m,30 m
"1,67 tỷ - 70 m2","Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",70 m²,"23,86 triệu/m²",,Đất thổ cư,,
"3,85 tỷ - 90 m2","Đường Nguyễn Đình Trân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",90 m²,"42,78 triệu/m²",Tây Bắc,Đất thổ cư,5 m,18 m
"2,25 tỷ - 71 m2","Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà NẵngXem bản đồ",71 m²,"31,69 triệu/m²",Đông,Đất thổ cư,5 m,
"1,43 tỷ - 85.8 m2","Đường Đoàn Phú Tứ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà NẵngXem bản đồ",85.8 m²,"16,67 triệu/m²",,Đất thổ cư,,
"2,8 tỷ - 90 m2","Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",90 m²,"31,11 triệu/m²",Bắc,Đất thổ cư,6 m,15 m
"3,39 tỷ - 102 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",102 m²,"33,24 triệu/m²",Đông Nam,Đất thổ cư,6 m,17 m
"2,85 tỷ - 62 m2","Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà NẵngXem bản đồ",62 m²,"45,97 triệu/m²",Nam,Đất thổ cư,5 m,13 m
"2,65 tỷ - 96 m2","Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",96 m²,"27,6 triệu/m²",,Đất thổ cư,,
"6,8 tỷ - 87.5 m2","Đường Nguyễn Đức An, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",87.5 m²,"77,71 triệu/m²",Đông Nam,Đất thổ cư,5 m,17.5 m
"2,45 tỷ - 100 m2","Đường Cổ Mân Mai 3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà NẵngXem bản đồ",100 m²,"24,5 triệu/m²",Đông,Đất nền dự án,5 m,20 m
"2,65 tỷ - 81 m2","Vũ Lăng, Phường Hòa Phát, Quận Cẩm Lệ, Đà NẵngXem bản đồ",81 m²,"32,72 triệu/m²",Tây Bắc,Đất thổ cư,4.1999 m,19 m
"5,353535353 tỷ - 76.5 m2","Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",76.5 m²,"69,98 triệu/m²",Đông Bắc,Đất thổ cư,4.5 m,
"6,3 tỷ - 65 m2","0, Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà NẵngXem bản đồ",65 m²,"96,92 triệu/m²",Bắc,Đất thổ cư,4 m,16 m
"6,5 tỷ - 90 m2","Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà NẵngXem bản đồ",90 m²,"72,22 triệu/m²",Bắc,Đất thổ cư,,
"13,312 tỷ - 416 m2","Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",416 m²,32 triệu/m²,Tây,Đất nền dự án,16 m,26 m
"9,2 tỷ - 100 m2","Đường Hoa Phượng, Phường An Hải Tây, Quận Sơn Trà, Đà NẵngXem bản đồ",100 m²,92 triệu/m²,Tây,Đất thổ cư,5 m,
"3,55 tỷ - 93 m2","Đường Hoà Minh 25, Phường Hòa Minh, Quận Liên Chiểu, Đà NẵngXem bản đồ",93 m²,"38,17 triệu/m²",Tây Nam,Đất nền dự án,5 m,18.2 m
"4,4 tỷ - 51 m2","An Thượng 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",51 m²,"86,27 triệu/m²",,Đất thổ cư,,
"1,35 tỷ - 450 m2","Đường Quốc lộ 14G, Xã Hòa Phong, Huyện Hòa Vang, Đà NẵngXem bản đồ",450 m²,3 triệu/m²,,Đất thổ cư,15 m,30 m
"2,25 tỷ - 71 m2","Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà NẵngXem bản đồ",71 m²,"31,69 triệu/m²",Đông,Đất thổ cư,,
"2,3 tỷ - 80 m2","Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà NẵngXem bản đồ",80 m²,"28,75 triệu/m²",Tây Bắc,Đất thổ cư,,
"4,14 tỷ - 138 m2","Đường Trà Khê 5, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",138 m²,30 triệu/m²,,Đất thổ cư,,
"2,6 tỷ - 77 m2","Đường Trần Quang Khải, Phường Thọ Quang, Quận Sơn Trà, Đà NẵngXem bản đồ",77 m²,"33,77 triệu/m²",Tây Bắc,Đất thổ cư,,
"4,2 tỷ - 90 m2","Đường Tân Thái 2, Phường Mân Thái, Quận Sơn Trà, Đà NẵngXem bản đồ",90 m²,"46,67 triệu/m²",,Đất thổ cư,,
"4,7 tỷ - 250 m2","Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",250 m²,"18,8 triệu/m²",Đông Nam,Đất nền dự án,,
9 tỷ - 300 m2,"Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà NẵngXem bản đồ",300 m²,30 triệu/m²,Tây Nam,Đất nền dự án,15 m,20 m
"1,85 tỷ - 120 m2","Nguyễn Tất Thành Nối Dài, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà NẵngXem bản đồ",120 m²,"15,42 triệu/m²",Tây Nam,Đất nền dự án,5 m,
