Gia,Dia chi,Dien tich,Gia/m²,Huong dat,Loai hinh dat,Chieu ngang,Chieu dai,Quan
2.45,"Kiệt Otto Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",79.0,31.01,Tây Nam,Đất thổ cư,6.3,12.5,Sơn Trà
4.15,"Đường Lương Văn Can, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",85.0,48.82,Tây Nam,Đất nền dự án,5.5,15.45,Cẩm Lệ
1.85,"Đường Tôn Đức Thắng, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",66.5,27.82,Tây,Đất thổ cư,5.0,13.3,Cẩm Lệ
2.48,"Cổ Mân Mai 1, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",95.0,26.11,Bắc,Đất nền dự án,5.0,19.0,Cẩm Lệ
1.38,"Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",96.0,14.38,Tây Nam,Đất nền dự án,5.21,19.0,Ngũ Hành Sơn
5.6,"Đường Nguyễn Xiển, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,53.33,Đông Bắc,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
1.02,"Đường Ngô Xuân Thu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",75.0,13.6,Đông Bắc,Đất thổ cư,5.0,15.0,Liên Chiểu
2.33,"Đường Trung Hòa 4, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,23.3,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.55,"Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",104.0,34.13,,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
2.5,"Trà Khê 9, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",105.0,23.81,Đông,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
1.25,"Quảng Xương, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",148.0,8.45,Nam,Đất thổ cư,5.0,30.0,Hòa Vang
7.7,"Hoà Minh 28, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",215.0,35.81,Đông Bắc,Đất nền dự án,10.0,21.5,Liên Chiểu
2.85,"Đường Phú Xuân 9, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",65.0,43.85,Tây Bắc,Đất thổ cư,4.17,15.5,Liên Chiểu
1.35,"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,15.0,Tây Bắc,Đất thổ cư,6.0,15.0,Ngũ Hành Sơn
3.3,"Huỳnh Xuân Nhị, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",130.0,25.38,Tây,Đất thổ cư,6.0,22.0,Cẩm Lệ
2.43,"Đường Võ Chí Công, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,24.3,Đông Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.75,"0, Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",110.0,34.09,Nam,Đất thổ cư,5.0,21.0,Sơn Trà
4.25,"Văn Tiến Dũng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",120.0,35.42,Đông,Đất thổ cư,6.0,20.0,Cẩm Lệ
2.35,"Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,23.5,,Đất nền dự án,5.0,20.0,Liên Chiểu
3.5,"Đường Lê Như Hổ, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,38.89,Đông,Đất thổ cư,5.0,18.0,Ngũ Hành Sơn
2.8,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",104.0,26.92,,Đất nền dự án,6.0,18.0,Ngũ Hành Sơn
2.78,"Đường Trung Hòa 1, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,27.8,,Đất thổ cư,5.0,22.0,Ngũ Hành Sơn
2.65,"Hòa Hải, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,25.98,,Đất nền dự án,6.0,17.0,Ngũ Hành Sơn
4.95,"An Hải 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",99.0,50.0,Tây Bắc,Đất thổ cư,5.0,19.9,Sơn Trà
1.25,"Quảng Xương, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",152.0,8.22,Tây,Đất thổ cư,5.0,30.0,Hòa Vang
2.22,"Đường Liêm Lạc 6, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,22.2,Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
11.5,"Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",215.0,53.49,Tây,Đất nền dự án,10.0,21.5,Cẩm Lệ
2.55,"Đường Hoà Phú 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.0,30.0,,Đất nền dự án,5.0,17.0,Liên Chiểu
2.29,"Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",66.0,34.7,Tây Nam,Đất thổ cư,5.0,13.0,Liên Chiểu
2.36,"Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,23.6,Tây Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
2.5,"Bàu Mạc 22, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",90.0,27.78,Tây Bắc,Đất nền dự án,5.0,18.0,Liên Chiểu
3.65,"Hoà Phú, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",92.0,39.67,Tây Nam,Đất nền dự án,5.0,19.0,Liên Chiểu
7.35,"79, Đường Đinh Châu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",160.0,45.94,Đông Nam,Đất thổ cư,8.2,20.0,Cẩm Lệ
11.0,"79, Tôn Thất Dương Kỵ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",249.0,44.18,,Đất thổ cư,12.0,22.0,Cẩm Lệ
2.65,"Bàu Mạc 22, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",89.0,29.78,,Đất thổ cư,5.0,17.8,Liên Chiểu
3.0,"Bàu Mạc 17, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",107.0,28.04,,Đất thổ cư,5.0,21.6,Liên Chiểu
3.95,"Đường Trịnh Lỗi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",95.0,41.58,,Đất nền dự án,5.0,19.0,Ngũ Hành Sơn
6.7,"Đường Phan Hoan, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",175.0,38.29,Đông Nam,Đất thổ cư,8.2,22.0,Ngũ Hành Sơn
5.5,"Đường Phan Anh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",86.0,63.95,Tây,Đất thổ cư,4.5,19.11,Cẩm Lệ
2.8,"Đường Nguyễn Nhược Pháp, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",108.0,25.93,Đông Nam,Đất thổ cư,5.0,22.0,Liên Chiểu
2.3,"Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,23.0,Đông,Đất thổ cư,8.0,12.5,Liên Chiểu
4.5,"0, Đường Võ Văn Kiệt, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",85.0,52.94,Tây,Đất thổ cư,6.0,14.0,Sơn Trà
1.1,"Đường Bê Tông View Cánh Đồng, Xã Hòa Phú, Huyện Hòa Vang, Đà Nẵng",233.0,4.72,Tây Nam,Đất thổ cư,10.0,23.0,Hòa Vang
8.3,"Nước Mặn 4, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",250.0,33.2,,Đất nền dự án,10.0,25.0,Ngũ Hành Sơn
2.25,"Bàu Cầu 26, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",93.0,24.19,Đông Nam,Đất thổ cư,5.0,18.0,Cẩm Lệ
3.4,"Đường Sơn Thủy Đông 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",90.0,37.78,,Đất nền dự án,4.5,20.0,Ngũ Hành Sơn
6.35,"Đường Đá Bàn 8, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",330.0,19.24,Tây Nam,Đất thổ cư,16.6,20.0,Hòa Vang
12.0,"Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",312.0,38.46,Đông Bắc,Đất nền dự án,15.0,20.8,Liên Chiểu
10.5,"Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",140.0,75.0,,Đất thổ cư,10.0,14.0,Ngũ Hành Sơn
3.61,"Đường Đinh Đức Thiện, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",95.0,38.0,Tây Nam,Đất nền dự án,5.0,19.0,Liên Chiểu
4.0,"Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",312.0,12.82,Tây Bắc,Đất nền dự án,15.0,21.0,Liên Chiểu
3.7,"Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",81.0,45.68,Đông Nam,Đất thổ cư,4.5,18.0,Liên Chiểu
9.9,"Đường Lê Mạnh Trinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",105.0,94.29,Đông,Đất thổ cư,5.0,21.0,Sơn Trà
9.7,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",77.0,125.97,Tây,Đất thổ cư,5.0,16.0,Sơn Trà
12.5,"Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",216.0,57.87,Tây Nam,Đất thổ cư,9.0,24.0,Liên Chiểu
1.48,"Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",81.0,18.27,Nam,Đất thổ cư,5.0,16.0,Cẩm Lệ
1.48,"Đường Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",82.0,18.05,Đông Nam,Đất thổ cư,5.0,16.0,Cẩm Lệ
1.6,"Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",82.0,19.51,Tây Nam,Đất thổ cư,4.5,18.0,Ngũ Hành Sơn
1.6,"Đường Bình Kỳ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,16.0,Nam,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
10.5,"Đường Diên Hồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",200.0,52.5,Tây Nam,Đất nền dự án,10.0,20.0,Cẩm Lệ
7.5,"Đường Trương Quang Được, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",205.0,36.59,Tây Bắc,Đất thổ cư,10.0,21.0,Ngũ Hành Sơn
2.75,"Hòa Mỹ 8, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",81.0,33.95,,Đất thổ cư,4.5,18.0,Liên Chiểu
1.95,"Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,19.5,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
1.7,"Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,17.0,Đông Nam,Đất nền dự án,5.0,20.0,Liên Chiểu
1.97,"Số 5, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,19.7,,Đất nền dự án,5.0,20.0,Liên Chiểu
5.6,"Nguyễn Văn Siêu, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",73.0,76.71,,Đất thổ cư,5.0,17.0,Sơn Trà
4.1,"Đường Đô Đốc Lộc, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,41.0,Đông Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
7.3,"Đường Hoàng Hiệp, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",200.0,36.5,,Đất thổ cư,10.0,20.0,Cẩm Lệ
2.42,"Chưa Đặt Tên, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,24.2,,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.39,"Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,33.24,Bắc,Đất nền dự án,6.0,17.3,Ngũ Hành Sơn
3.55,"Đường Thanh Lương 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,35.5,Đông Nam,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.47,"Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,24.7,,Đất nền dự án,5.0,20.0,Liên Chiểu
4.7,"141, Đường Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,47.0,,Đất thổ cư,5.0,20.0,Cẩm Lệ
3.25,"Lô 58 Khu B2-69, Cầu Đồng Nò, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,29.55,Đông Nam,Đất thổ cư,5.0,22.0,Ngũ Hành Sơn
11.5,"Đường Mai Hắc Đế, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",103.0,111.65,Tây,Đất thổ cư,6.0,20.0,Sơn Trà
10.5,"Ngô Huy Diễn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",225.0,46.67,Tây Nam,Đất nền dự án,10.0,22.5,Cẩm Lệ
11.0,"Bùi Thiện Ngộ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",300.0,36.67,Đông Nam,Đất nền dự án,10.0,30.0,Cẩm Lệ
3.45,"Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,34.5,Tây Nam,Đất nền dự án,5.0,20.0,Cẩm Lệ
3.6,"Nguyễn Lương Bằng, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,36.0,Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
3.6,"Đường Hoà Minh 25, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",95.0,37.89,,Đất thổ cư,5.0,19.0,Liên Chiểu
9.1,"Đường Khuê Mỹ Đông 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",175.0,52.0,,Đất thổ cư,10.0,17.5,Ngũ Hành Sơn
1.65,"Đường Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",80.0,20.62,Tây Nam,Đất thổ cư,7.0,11.0,Ngũ Hành Sơn
1.65,"Lưu Quang Vũ, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",85.0,19.41,Tây,Đất thổ cư,4.5,19.0,Ngũ Hành Sơn
1.1,"Đường Bê Tông 4m Oto, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",81.0,13.58,Đông,Đất thổ cư,8.0,10.0,Cẩm Lệ
3.55,"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",104.0,34.13,,Đất thổ cư,5.0,21.0,Ngũ Hành Sơn
1.25,"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",92.0,13.59,Tây Bắc,Đất thổ cư,5.3,17.0,Ngũ Hành Sơn
2.85,"Đường Võ Quảng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,28.5,Tây Bắc,Đất thổ cư,5.0,20.0,Cẩm Lệ
4.15,"Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",100.0,41.5,,Đất thổ cư,5.0,20.0,Liên Chiểu
1.05,"An Ngái Đông, Hoà Sơn, Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng",210.0,5.0,Đông Bắc,Đất thổ cư,10.0,21.0,Hòa Vang
2.5,"Lô 09 Mai Văn Ngọc, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",98.0,25.51,,Đất thổ cư,7.0,14.0,Liên Chiểu
3.55,"Đường Nguyễn Thúy, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",85.5,41.52,,Đất thổ cư,4.5,19.0,Liên Chiểu
1.2,"Đường 11b, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",280.0,4.29,,Đất thổ cư,7.0,40.0,Liên Chiểu
1.5,"Thôn Lệ Sơn 1, Sã Hoà Tiến,huyện Hoà Van Tp Đà Nẵng, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",120.0,12.5,Tây Bắc,Đất thổ cư,5.0,24.0,Hòa Vang
1.9,"Nam Cao, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",84.0,22.62,,Đất thổ cư,4.6,18.26,Liên Chiểu
27.2,"Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",136.0,200.0,Bắc,Đất thổ cư,5.0,26.72,Thanh Khê
15.0,"Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",104.5,143.54,Đông Bắc,Đất thổ cư,4.54,20.3,Sơn Trà
1.3,"La Châu, Xã Hòa Khương, Huyện Hòa Vang, Đà Nẵng",150.0,8.67,Tây,Đất thổ cư,8.8,15.0,Hòa Vang
3.61,"Đinh Đức Thiện, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",95.0,38.0,Tây Bắc,Đất thổ cư,5.0,19.0,Liên Chiểu
4.3,"Trần Nguyên Đán, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",80.0,53.75,Tây Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
4.4,"Lô 40-b1.1, Võ An Ninh, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",93.3,47.16,Tây Nam,Đất nền dự án,5.0,18.66,Cẩm Lệ
2.1,"Đường Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",115.0,18.26,Bắc,Đất nền dự án,5.0,23.0,Liên Chiểu
1.2,"Đường Đỗ Chính, Xã Hòa Ninh, Huyện Hòa Vang, Đà Nẵng",125.0,9.6,,Đất thổ cư,5.0,25.0,Hòa Vang
3.35,"Đường Nại Nghĩa 5, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",60.2,55.65,Đông Bắc,Đất thổ cư,5.25,12.5,Sơn Trà
15.0,"68, Nguyễn Trực, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",90.0,166.67,Đông,Đất thổ cư,10.0,18.0,Sơn Trà
2.65,"Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,26.5,Đông Nam,Đất nền dự án,5.0,20.0,Ngũ Hành Sơn
12.0,"Nguyễn Đình Thi, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",300.0,40.0,Đông Nam,Đất thổ cư,12.0,25.0,Cẩm Lệ
9.0,"Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",130.0,69.23,,Đất nền dự án,5.0,20.0,Sơn Trà
1.03,"Cẩm Toại Tây, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",124.0,8.31,,Đất thổ cư,7.0,17.71,Hòa Vang
2.95,"Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,29.5,Tây Bắc,Đất nền dự án,5.0,20.0,Ngũ Hành Sơn
2.75,"Đường Trà Khê 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,27.5,Bắc,Đất nền dự án,5.0,20.0,Ngũ Hành Sơn
5.4,"Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",133.0,40.6,Đông Bắc,Đất nền dự án,5.0,26.6,Cẩm Lệ
2.55,"Xuân Thiều 10, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,25.5,,Đất thổ cư,5.0,20.0,Liên Chiểu
2.55,"Xuân Thiều 10, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,25.5,,Đất thổ cư,5.0,20.0,Liên Chiểu
14.0,"Phan Văn Định, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",285.0,49.12,,Đất thổ cư,11.0,27.0,Liên Chiểu
5.0,"Mê Linh, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",160.0,31.25,,Đất thổ cư,8.0,20.6,Liên Chiểu
10.2,"Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",220.0,46.36,,Đất thổ cư,10.0,22.0,Liên Chiểu
2.85,"Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,25.91,Đông Nam,Đất nền dự án,5.0,22.0,Ngũ Hành Sơn
3.3,"Huỳnh Lắm, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,33.0,Tây,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
3.5,"23, Phước Tướng 8, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",150.0,23.33,,Đất thổ cư,9.0,16.67,Cẩm Lệ
4.6,"Tân Thái 1, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",94.5,48.68,Tây Bắc,Đất thổ cư,4.5,21.0,Sơn Trà
2.3,"Âu Cơ Hoà Khánh Bắc Liên Chiểu, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",95.0,24.21,Tây Nam,Đất nền dự án,5.0,19.0,Liên Chiểu
3.4,"210, Hòa An, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",110.0,30.91,Đông Bắc,Đất thổ cư,5.0,22.0,Cẩm Lệ
1.75,"Thôn Nhơn Thọ 2, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",110.0,15.91,Đông Nam,Đất thổ cư,5.0,22.0,Hòa Vang
1.48,"Quốc Lộ 1, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",160.0,9.25,,Đất thổ cư,5.5,26.0,Hòa Vang
1.72,"Đường Đại La 1, Đại La, Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng",107.5,16.0,Tây Nam,Đất thổ cư,5.0,21.7,Hòa Vang
2.35,"Số 32 Đường Đại Từ, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,23.5,Tây Bắc,Đất nền dự án,5.0,20.0,Liên Chiểu
5.5,"Phú Lộc 22, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",112.0,49.11,Tây Bắc,Đất thổ cư,7.0,16.0,Liên Chiểu
3.25,"Kiệt 16 Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",60.0,54.17,,Đất thổ cư,5.1,11.7,Ngũ Hành Sơn
5.0,"Đường 7,5m, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",157.0,31.85,Tây Bắc,Đất nền dự án,8.0,19.0,Liên Chiểu
1.79,"Lê Trọng Tấn, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",80.0,22.38,Tây Bắc,Đất thổ cư,8.0,10.0,Cẩm Lệ
4.95,"35, Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",81.0,61.11,Tây Bắc,Đất thổ cư,4.5,18.0,Liên Chiểu
2.85,"Đặng Hồi Xuân, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",110.0,25.91,Đông Nam,Đất thổ cư,5.0,22.0,Ngũ Hành Sơn
6.99,"Phan Hoan, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",175.0,39.94,Đông Nam,Đất thổ cư,8.22,22.0,Ngũ Hành Sơn
5.1,"Tôn Đức Thắng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",184.0,27.72,Đông Nam,Đất nền dự án,8.57,24.44,Sơn Trà
2.5,"Khái Tây 2, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",168.0,14.88,Tây,Đất thổ cư,5.0,30.0,Ngũ Hành Sơn
1.1,"Bồ Bản, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",116.0,9.48,Đông Nam,Đất thổ cư,6.0,19.0,Hòa Vang
1.2,"Thôn Tân Hạnh, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",166.0,7.23,Đông Bắc,Đất thổ cư,6.1,27.4,Hòa Vang
1.25,"Tái Định Cư, Xã Hòa Khương, Huyện Hòa Vang, Đà Nẵng",154.0,8.12,Đông Nam,Đất thổ cư,8.0,19.0,Hòa Vang
1.25,"Ct01, Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng",129.0,9.69,,Đất thổ cư,5.0,25.0,Hòa Vang
1.5,"Thôn Bồ Bản, Xã Hòa Phong, Huyện Hòa Vang, Đà Nẵng",157.5,9.52,Đông Bắc,Đất thổ cư,8.97,19.58,Hòa Vang
3.8,"Đa Mặn 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",100.0,38.0,Tây Bắc,Đất thổ cư,5.0,20.0,Ngũ Hành Sơn
5.5,"Kiệt 119 Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",215.0,25.58,,Đất thổ cư,14.0,18.0,Liên Chiểu
12.0,"Nguyễn Đình Thi, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",300.0,40.0,Đông Nam,Đất nền dự án,12.0,25.0,Cẩm Lệ
1.2,"Nam Kỳ Khởi Nghĩa, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",107.0,11.21,Tây Nam,Đất thổ cư,7.1,15.0,Hòa Vang
2.3,"Khu Đô Thị Xanh Bàu Tràm Lakeside, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",100.0,23.0,Đông Bắc,Đất thổ cư,5.0,20.0,Liên Chiểu
4.4,"Mỹ Đa Đông 8, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",102.0,43.14,,Đất thổ cư,4.8,22.0,Ngũ Hành Sơn
5.8,"Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",202.0,28.71,Đông,Đất thổ cư,12.0,20.0,Sơn Trà
3.9,"Đô Đốc Lân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",100.0,39.0,Đông,Đất thổ cư,5.0,20.0,Cẩm Lệ
2.25,"Đà Sơn 5, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",100.0,22.5,Đông Nam,Đất thổ cư,5.0,20.0,Liên Chiểu
4.3,"Đt 605, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",90.0,47.78,,Đất thổ cư,5.0,18.0,Hòa Vang
2.45,"Khánh An 1, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",100.0,24.5,,Đất thổ cư,5.0,20.0,Liên Chiểu
